timestamp	symbol	timeframe	close	open	high	low	volume
1772039998	XAUUSD	M5	5213.27	5214.50	5215.65	5211.46	626
1772040298	XAUUSD	M5	5213.10	5213.41	5215.97	5212.26	564
1772040598	XAUUSD	M5	5211.85	5213.10	5214.42	5211.05	511
1772040898	XAUUSD	M5	5213.17	5211.87	5213.46	5210.33	509
1772041198	XAUUSD	M5	5208.33	5213.17	5213.79	5208.18	516
1772041498	XAUUSD	M5	5206.71	5208.80	5209.02	5204.41	550
1772041798	XAUUSD	M5	5206.32	5206.84	5210.67	5204.88	550
1772042098	XAUUSD	M5	5206.82	5206.35	5208.03	5203.44	576
1772042398	XAUUSD	M5	5207.40	5206.83	5207.45	5206.83	313
1772042698	XAUUSD	M5	5207.07	5207.43	5207.53	5207.02	242
1772042998	XAUUSD	M5	5206.89	5207.07	5207.10	5206.72	208
1772043298	XAUUSD	M5	5206.80	5206.89	5207.29	5206.71	221
1772043598	XAUUSD	M5	5206.77	5206.80	5207.28	5206.73	227
1772043898	XAUUSD	M5	5206.80	5206.77	5207.04	5206.64	142
1772044198	XAUUSD	M5	5206.80	5206.80	5207.29	5206.75	284
1772044498	XAUUSD	M5	5206.39	5206.78	5206.81	5205.87	250
1772044798	XAUUSD	M5	5205.13	5206.33	5206.60	5204.95	296
1772045098	XAUUSD	M5	5200.95	5205.13	5205.38	5200.71	282
1772045398	XAUUSD	M5	5202.58	5200.99	5204.00	5200.84	380
1772045698	XAUUSD	M5	5202.12	5202.63	5203.55	5201.23	386
1772045998	XAUUSD	M5	5200.91	5202.12	5202.74	5200.91	305
1772046298	XAUUSD	M5	5194.29	5201.04	5201.18	5194.07	448
1772046598	XAUUSD	M5	5207.04	5194.35	5207.87	5191.67	570
1772046898	XAUUSD	M5	5200.55	5207.16	5207.22	5200.44	404
1772047198	XAUUSD	M5	5197.32	5200.56	5200.61	5194.31	449
1772047498	XAUUSD	M5	5202.59	5197.32	5202.73	5194.06	473
1772047798	XAUUSD	M5	5202.51	5202.76	5204.51	5199.62	546
1772048098	XAUUSD	M5	5201.00	5202.52	5206.30	5200.84	561
1772048398	XAUUSD	M5	5204.32	5200.97	5205.14	5200.72	514
1772048698	XAUUSD	M5	5205.00	5204.32	5207.58	5200.29	699
1772048998	XAUUSD	M5	5204.97	5204.86	5208.32	5200.63	616
1772049298	XAUUSD	M5	5204.87	5205.32	5207.55	5203.60	593
1772049598	XAUUSD	M5	5201.76	5204.88	5205.24	5196.81	675
1772049898	XAUUSD	M5	5202.46	5201.76	5205.81	5200.96	611
1772050198	XAUUSD	M5	5195.27	5202.46	5206.05	5195.19	537
1772050498	XAUUSD	M5	5184.80	5195.50	5196.35	5183.51	706
1772050798	XAUUSD	M5	5189.00	5184.83	5189.02	5183.27	584
1772051098	XAUUSD	M5	5186.11	5189.32	5193.35	5185.75	567
1772051398	XAUUSD	M5	5188.12	5186.71	5190.61	5180.60	687
1772051698	XAUUSD	M5	5183.41	5188.11	5188.49	5181.25	629
1772051998	XAUUSD	M5	5181.48	5183.38	5184.20	5177.40	580
1772052298	XAUUSD	M5	5173.57	5181.48	5181.48	5167.27	780
1772052598	XAUUSD	M5	5178.01	5173.53	5180.59	5172.18	719
1772052898	XAUUSD	M5	5152.16	5178.01	5178.01	5145.45	857
1772053198	XAUUSD	M5	5156.08	5152.19	5160.12	5150.50	731
1772053498	XAUUSD	M5	5163.03	5156.06	5163.31	5156.06	518
1772053798	XAUUSD	M5	5161.84	5162.97	5165.32	5158.55	607
1772054098	XAUUSD	M5	5165.38	5161.82	5173.36	5160.86	603
1772054398	XAUUSD	M5	5169.17	5165.38	5170.21	5165.07	347
1772054698	XAUUSD	M5	5169.12	5169.17	5170.51	5167.75	362
1772054998	XAUUSD	M5	5168.22	5169.37	5171.26	5166.69	490
1772055298	XAUUSD	M5	5168.90	5168.22	5173.48	5168.20	433
1772055598	XAUUSD	M5	5170.25	5168.73	5170.71	5168.21	414
1772055898	XAUUSD	M5	5170.94	5170.25	5171.59	5168.89	389
1772056198	XAUUSD	M5	5164.31	5170.94	5171.40	5163.07	414
1772056498	XAUUSD	M5	5164.89	5164.47	5170.52	5163.63	425
1772060398	XAUUSD	M5	5175.34	5160.41	5178.95	5160.41	474
1772060698	XAUUSD	M5	5179.73	5175.63	5182.16	5174.09	424
1772060998	XAUUSD	M5	5168.80	5179.73	5179.76	5166.24	400
1772061298	XAUUSD	M5	5174.01	5168.80	5174.99	5164.29	470
1772061598	XAUUSD	M5	5170.68	5174.01	5179.98	5170.46	385
1772061898	XAUUSD	M5	5170.04	5170.68	5171.44	5167.08	320
1772062198	XAUUSD	M5	5168.98	5170.03	5170.23	5165.41	371
1772062498	XAUUSD	M5	5169.88	5168.98	5169.88	5164.08	351
1772062798	XAUUSD	M5	5172.62	5169.88	5174.35	5168.71	377
1772063098	XAUUSD	M5	5167.31	5172.65	5178.82	5166.51	515
1772063398	XAUUSD	M5	5169.57	5168.04	5170.68	5165.30	488
1772063698	XAUUSD	M5	5163.13	5169.57	5170.67	5161.52	552
1772063998	XAUUSD	M5	5160.24	5163.25	5168.08	5155.71	718
1772064298	XAUUSD	M5	5161.95	5160.35	5167.30	5156.41	623
1772064598	XAUUSD	M5	5167.67	5161.95	5169.33	5160.82	484
1772064898	XAUUSD	M5	5169.72	5167.67	5174.56	5167.59	510
1772065198	XAUUSD	M5	5180.94	5170.10	5182.62	5169.81	562
1772065498	XAUUSD	M5	5185.25	5180.99	5186.34	5179.00	480
1772065798	XAUUSD	M5	5182.32	5185.45	5189.46	5182.32	608
1772066098	XAUUSD	M5	5182.63	5182.38	5185.18	5181.43	437
1772066398	XAUUSD	M5	5188.37	5182.65	5188.43	5181.29	422
1772066698	XAUUSD	M5	5185.97	5188.37	5190.06	5185.24	432
1772066998	XAUUSD	M5	5189.70	5185.88	5191.10	5184.97	389
1772067298	XAUUSD	M5	5188.31	5189.72	5192.15	5186.13	539
1772067598	XAUUSD	M5	5194.75	5188.29	5198.49	5188.24	858
1772067898	XAUUSD	M5	5183.93	5194.96	5194.96	5182.96	688
1772068198	XAUUSD	M5	5187.53	5183.91	5188.99	5182.77	700
1772068498	XAUUSD	M5	5189.46	5187.67	5192.50	5187.47	590
1772068798	XAUUSD	M5	5186.05	5189.40	5195.02	5183.52	613
1772069098	XAUUSD	M5	5180.54	5186.05	5187.07	5179.01	562
1772069398	XAUUSD	M5	5187.99	5180.46	5188.26	5178.56	661
1772069698	XAUUSD	M5	5185.42	5187.99	5191.43	5184.84	643
1772069998	XAUUSD	M5	5189.54	5185.36	5192.62	5185.14	571
1772070298	XAUUSD	M5	5189.93	5189.55	5192.20	5187.08	622
1772070598	XAUUSD	M5	5191.16	5189.93	5193.52	5185.10	624
1772070898	XAUUSD	M5	5191.71	5191.21	5194.08	5190.34	497
1772071198	XAUUSD	M5	5190.17	5191.71	5195.51	5187.74	530
1772071498	XAUUSD	M5	5187.26	5190.17	5190.27	5184.77	460
1772071798	XAUUSD	M5	5183.06	5187.26	5190.97	5182.20	537
1772072098	XAUUSD	M5	5188.25	5183.13	5190.04	5181.80	395
1772072398	XAUUSD	M5	5183.44	5188.24	5189.35	5181.35	354
1772072698	XAUUSD	M5	5180.79	5183.53	5184.70	5180.67	405
1772072998	XAUUSD	M5	5178.87	5180.79	5183.73	5178.12	628
1772073298	XAUUSD	M5	5180.52	5178.72	5184.17	5174.73	623
1772073598	XAUUSD	M5	5176.09	5180.25	5180.39	5174.34	708
1772073898	XAUUSD	M5	5180.78	5176.09	5183.21	5176.09	599
1772074198	XAUUSD	M5	5184.69	5180.78	5184.77	5180.73	504
1772074498	XAUUSD	M5	5184.34	5184.74	5186.34	5183.78	490
1772074798	XAUUSD	M5	5187.44	5184.41	5187.61	5182.95	524
1772075098	XAUUSD	M5	5185.97	5187.44	5187.53	5184.33	484
1772075398	XAUUSD	M5	5187.26	5186.04	5188.14	5184.36	429
1772075698	XAUUSD	M5	5190.19	5187.25	5193.82	5185.54	543
1772075998	XAUUSD	M5	5191.04	5190.18	5191.72	5187.89	470
1772076298	XAUUSD	M5	5188.35	5190.94	5191.25	5187.78	392
1772076598	XAUUSD	M5	5188.56	5188.35	5189.77	5187.90	369
1772076898	XAUUSD	M5	5186.58	5188.60	5188.82	5186.17	256
1772077198	XAUUSD	M5	5186.18	5186.75	5188.75	5185.95	288
1772077498	XAUUSD	M5	5188.61	5186.18	5188.63	5184.24	334
1772077798	XAUUSD	M5	5191.34	5188.61	5191.52	5187.75	329
1772078098	XAUUSD	M5	5192.63	5191.36	5192.87	5190.46	308
1772078398	XAUUSD	M5	5194.08	5192.63	5195.47	5192.38	393
1772078698	XAUUSD	M5	5195.76	5194.09	5196.53	5193.34	306
1772078998	XAUUSD	M5	5196.80	5195.76	5199.09	5194.96	320
1772079298	XAUUSD	M5	5193.83	5196.85	5197.10	5191.65	314
1772079598	XAUUSD	M5	5193.75	5193.83	5195.37	5191.54	328
1772079898	XAUUSD	M5	5194.13	5193.75	5194.75	5191.70	320
1772080198	XAUUSD	M5	5194.86	5194.06	5195.01	5192.80	278
1772080498	XAUUSD	M5	5195.40	5194.86	5195.57	5194.22	229
1772080798	XAUUSD	M5	5194.26	5195.40	5195.80	5194.11	236
1772081098	XAUUSD	M5	5191.38	5194.26	5194.80	5190.66	289
1772081398	XAUUSD	M5	5192.61	5191.38	5192.97	5190.49	260
1772081698	XAUUSD	M5	5192.69	5192.60	5193.56	5192.05	277
1772081998	XAUUSD	M5	5193.25	5192.69	5195.22	5190.54	306
1772082298	XAUUSD	M5	5194.54	5193.25	5194.54	5192.02	267
1772082598	XAUUSD	M5	5197.85	5194.56	5199.62	5193.60	456
1772082898	XAUUSD	M5	5199.82	5197.92	5202.41	5196.62	451
1772083198	XAUUSD	M5	5202.71	5199.91	5203.10	5197.98	397
1772083498	XAUUSD	M5	5200.41	5202.75	5205.31	5199.61	387
1772083798	XAUUSD	M5	5201.13	5200.32	5201.63	5199.06	538
1772084098	XAUUSD	M5	5199.26	5201.12	5203.26	5195.84	511
1772084398	XAUUSD	M5	5199.69	5199.27	5201.71	5198.94	474
1772084698	XAUUSD	M5	5193.88	5199.41	5199.99	5191.35	546
1772084998	XAUUSD	M5	5194.18	5193.84	5196.36	5193.28	459
1772085298	XAUUSD	M5	5198.46	5194.38	5198.61	5194.38	476
1772085598	XAUUSD	M5	5193.77	5198.47	5199.36	5193.51	463
1772085898	XAUUSD	M5	5198.41	5193.77	5199.63	5193.50	409
1772086198	XAUUSD	M5	5197.99	5198.41	5198.41	5195.75	398
1772086498	XAUUSD	M5	5196.06	5197.97	5198.51	5194.66	446
1772086798	XAUUSD	M5	5196.44	5196.06	5197.20	5192.83	410
1772087098	XAUUSD	M5	5193.49	5196.44	5197.92	5193.16	400
1772087398	XAUUSD	M5	5196.90	5193.51	5197.36	5193.51	444
1772087698	XAUUSD	M5	5196.79	5196.90	5198.24	5194.14	425
1772087998	XAUUSD	M5	5196.44	5196.79	5197.21	5194.27	369
1772088298	XAUUSD	M5	5192.80	5196.44	5196.96	5192.25	386
1772088598	XAUUSD	M5	5192.66	5192.79	5196.81	5191.22	477
1772088898	XAUUSD	M5	5193.26	5192.98	5193.33	5190.37	468
1772089198	XAUUSD	M5	5190.96	5193.29	5194.72	5185.44	519
1772089498	XAUUSD	M5	5184.75	5190.71	5190.77	5182.59	426
1772089798	XAUUSD	M5	5187.62	5184.75	5187.78	5182.45	530
1772090098	XAUUSD	M5	5188.55	5187.62	5190.81	5185.24	496
1772090398	XAUUSD	M5	5186.04	5188.55	5189.16	5182.06	425
1772090698	XAUUSD	M5	5184.88	5186.04	5188.02	5184.43	394
1772090998	XAUUSD	M5	5186.15	5185.23	5188.73	5184.58	408
1772091298	XAUUSD	M5	5188.35	5186.06	5189.00	5184.64	403
1772091598	XAUUSD	M5	5186.49	5188.34	5189.78	5186.08	327
1772091898	XAUUSD	M5	5181.91	5186.50	5186.90	5181.87	417
1772092198	XAUUSD	M5	5183.70	5181.62	5184.20	5179.72	448
1772092498	XAUUSD	M5	5186.02	5183.73	5188.14	5183.73	351
1772092798	XAUUSD	M5	5181.47	5186.36	5187.05	5179.66	630
1772093098	XAUUSD	M5	5183.96	5181.48	5185.37	5179.41	542
1772093398	XAUUSD	M5	5189.48	5183.80	5190.47	5183.76	567
1772093698	XAUUSD	M5	5187.25	5189.48	5190.85	5184.89	492
1772093998	XAUUSD	M5	5187.01	5187.24	5187.55	5184.94	402
1772094298	XAUUSD	M5	5176.99	5187.02	5187.69	5175.41	671
1772094598	XAUUSD	M5	5175.06	5176.98	5180.83	5171.24	709
1772094898	XAUUSD	M5	5174.82	5175.04	5177.72	5172.77	622
1772095198	XAUUSD	M5	5174.28	5174.88	5176.67	5171.71	520
1772095498	XAUUSD	M5	5179.75	5174.14	5179.85	5167.91	615
1772095798	XAUUSD	M5	5178.38	5179.75	5182.29	5177.83	522
1772096098	XAUUSD	M5	5179.41	5178.38	5181.51	5175.35	492
1772096398	XAUUSD	M5	5174.44	5179.38	5180.45	5174.43	533
1772096698	XAUUSD	M5	5178.01	5174.46	5178.40	5173.92	462
1772096998	XAUUSD	M5	5181.64	5177.68	5182.57	5177.62	503
1772097298	XAUUSD	M5	5176.99	5181.63	5182.31	5175.91	460
1772097598	XAUUSD	M5	5176.56	5176.97	5177.10	5174.75	396
1772097898	XAUUSD	M5	5181.20	5176.56	5182.28	5176.56	452
1772098198	XAUUSD	M5	5181.63	5181.13	5183.53	5179.30	454
1772098498	XAUUSD	M5	5183.30	5181.62	5183.70	5180.25	360
1772098798	XAUUSD	M5	5181.50	5183.07	5183.55	5180.36	292
1772099098	XAUUSD	M5	5184.64	5181.55	5185.27	5181.55	361
1772099398	XAUUSD	M5	5186.98	5184.63	5187.22	5184.05	368
1772099698	XAUUSD	M5	5186.32	5186.81	5189.72	5186.04	407
1772099998	XAUUSD	M5	5189.51	5186.40	5189.52	5185.62	327
1772100298	XAUUSD	M5	5188.45	5189.51	5190.10	5188.17	314
1772100598	XAUUSD	M5	5187.89	5188.45	5188.69	5187.10	307
1772100898	XAUUSD	M5	5182.85	5188.11	5188.75	5181.92	348
1772101198	XAUUSD	M5	5183.60	5182.85	5184.58	5181.36	424
1772101498	XAUUSD	M5	5179.29	5183.58	5185.13	5178.98	458
1772101798	XAUUSD	M5	5177.04	5179.23	5179.36	5174.74	556
1772102098	XAUUSD	M5	5176.09	5176.87	5177.16	5171.80	482
1772102398	XAUUSD	M5	5172.13	5176.16	5178.75	5172.13	443
1772102698	XAUUSD	M5	5171.17	5171.82	5175.19	5170.66	412
1772102998	XAUUSD	M5	5173.60	5171.17	5173.62	5168.84	394
1772103298	XAUUSD	M5	5171.61	5173.52	5173.73	5166.70	475
1772103598	XAUUSD	M5	5173.83	5171.61	5175.22	5169.26	519
1772103898	XAUUSD	M5	5177.33	5173.83	5178.50	5172.74	423
1772104198	XAUUSD	M5	5175.85	5177.32	5177.43	5175.29	317
1772104498	XAUUSD	M5	5175.54	5175.55	5176.00	5171.05	367
1772104798	XAUUSD	M5	5171.70	5175.52	5175.80	5170.98	354
1772105098	XAUUSD	M5	5171.88	5171.63	5176.10	5171.43	330
1772105398	XAUUSD	M5	5173.38	5171.88	5174.12	5171.76	287
1772105698	XAUUSD	M5	5173.54	5173.38	5175.49	5172.44	315
1772105998	XAUUSD	M5	5174.68	5173.54	5175.09	5173.11	286
1772106298	XAUUSD	M5	5171.40	5174.54	5174.54	5170.85	331
1772106598	XAUUSD	M5	5163.51	5171.41	5171.57	5161.25	455
1772106898	XAUUSD	M5	5164.71	5163.74	5165.92	5161.83	459
1772107198	XAUUSD	M5	5165.67	5164.77	5168.17	5157.98	708
1772107498	XAUUSD	M5	5169.15	5165.67	5169.25	5163.18	574
1772107798	XAUUSD	M5	5168.46	5169.15	5170.05	5166.85	484
1772108098	XAUUSD	M5	5172.18	5168.54	5173.71	5166.13	476
1772108398	XAUUSD	M5	5176.52	5172.18	5176.56	5170.29	473
1772108698	XAUUSD	M5	5178.54	5176.52	5179.99	5175.94	473
1772108998	XAUUSD	M5	5183.10	5178.61	5184.10	5177.80	495
1772109298	XAUUSD	M5	5182.34	5183.09	5184.38	5179.83	475
1772109598	XAUUSD	M5	5187.52	5182.33	5187.67	5182.26	492
1772109898	XAUUSD	M5	5181.29	5187.83	5187.83	5181.29	440
1772110198	XAUUSD	M5	5181.25	5181.31	5181.96	5179.54	388
1772110498	XAUUSD	M5	5183.85	5181.39	5185.10	5179.98	466
1772110798	XAUUSD	M5	5175.76	5183.85	5185.57	5175.17	767
1772111098	XAUUSD	M5	5172.50	5175.96	5180.43	5171.18	806
1772111398	XAUUSD	M5	5174.00	5172.00	5174.55	5168.31	735
1772111698	XAUUSD	M5	5171.65	5174.03	5177.88	5171.55	700
1772111998	XAUUSD	M5	5178.12	5171.65	5178.90	5171.59	661
1772112298	XAUUSD	M5	5174.76	5177.96	5177.96	5174.60	505
1772112598	XAUUSD	M5	5174.36	5174.82	5175.41	5166.01	693
1772112898	XAUUSD	M5	5173.61	5174.24	5177.32	5169.63	677
1772113198	XAUUSD	M5	5165.14	5173.22	5174.44	5164.36	674
1772113498	XAUUSD	M5	5168.76	5165.13	5169.69	5164.68	614
1772113798	XAUUSD	M5	5170.80	5168.77	5170.85	5167.85	613
1772114098	XAUUSD	M5	5166.39	5170.80	5171.55	5166.07	543
1772114398	XAUUSD	M5	5166.06	5166.29	5170.11	5162.86	761
1772114698	XAUUSD	M5	5163.55	5165.95	5167.58	5160.36	649
1772114998	XAUUSD	M5	5166.28	5163.53	5166.75	5162.60	557
1772115298	XAUUSD	M5	5167.02	5166.22	5168.83	5165.19	583
1772115598	XAUUSD	M5	5168.82	5166.99	5170.04	5163.53	576
1772115898	XAUUSD	M5	5170.41	5168.83	5172.32	5168.55	644
1772116198	XAUUSD	M5	5165.83	5170.45	5170.45	5140.86	945
1772116498	XAUUSD	M5	5166.41	5166.22	5174.88	5164.01	928
1772116798	XAUUSD	M5	5172.56	5165.96	5174.47	5158.50	918
1772117098	XAUUSD	M5	5171.99	5172.55	5175.95	5165.95	897
1772117398	XAUUSD	M5	5167.91	5171.93	5173.73	5164.12	884
1772117698	XAUUSD	M5	5165.14	5169.04	5171.50	5163.97	872
1772117998	XAUUSD	M5	5167.70	5163.41	5172.12	5158.92	912
1772118298	XAUUSD	M5	5167.21	5167.73	5169.85	5163.95	862
1772118598	XAUUSD	M5	5162.38	5167.86	5171.42	5161.25	864
1772118898	XAUUSD	M5	5158.57	5162.44	5163.31	5150.24	910
1772119198	XAUUSD	M5	5154.46	5158.97	5162.32	5151.91	915
1772119498	XAUUSD	M5	5141.51	5154.59	5158.26	5130.84	938
1772119798	XAUUSD	M5	5153.62	5141.60	5156.53	5140.67	910
1772120098	XAUUSD	M5	5169.23	5153.65	5169.54	5152.91	911
1772120398	XAUUSD	M5	5175.56	5169.12	5176.46	5166.28	870
1772120698	XAUUSD	M5	5182.38	5175.56	5185.93	5175.29	844
1772120998	XAUUSD	M5	5189.70	5182.39	5192.68	5180.90	887
1772121298	XAUUSD	M5	5185.86	5189.70	5192.46	5183.14	885
1772121598	XAUUSD	M5	5178.92	5185.66	5187.11	5178.39	869
1772121898	XAUUSD	M5	5177.76	5178.91	5180.82	5176.71	795
1772122198	XAUUSD	M5	5176.76	5177.83	5180.39	5173.07	760
1772122498	XAUUSD	M5	5181.40	5177.56	5184.64	5174.05	781
1772122798	XAUUSD	M5	5178.22	5181.40	5184.30	5176.22	751
1772123098	XAUUSD	M5	5180.48	5178.25	5180.51	5175.62	768
1772123398	XAUUSD	M5	5181.91	5180.36	5183.40	5178.09	725
1772123698	XAUUSD	M5	5182.35	5182.46	5184.46	5179.63	674
1772123998	XAUUSD	M5	5183.30	5182.47	5186.23	5180.24	711
1772124298	XAUUSD	M5	5181.36	5183.29	5185.35	5178.46	722
1772124598	XAUUSD	M5	5179.02	5181.35	5183.62	5176.61	693
1772124898	XAUUSD	M5	5179.61	5179.02	5180.89	5175.50	642
1772125198	XAUUSD	M5	5181.28	5179.60	5182.75	5178.40	636
1772125498	XAUUSD	M5	5186.39	5181.27	5187.83	5180.87	650
1772125798	XAUUSD	M5	5179.65	5186.37	5190.31	5179.65	698
1772126098	XAUUSD	M5	5178.26	5179.80	5181.40	5175.57	675
1772126398	XAUUSD	M5	5179.47	5178.22	5181.88	5178.16	594
1772126698	XAUUSD	M5	5174.39	5179.47	5180.16	5173.73	615
1772126998	XAUUSD	M5	5176.73	5174.37	5177.03	5172.00	667
1772127298	XAUUSD	M5	5173.94	5176.70	5177.87	5172.87	662
1772127598	XAUUSD	M5	5174.73	5173.95	5176.80	5173.62	598
1772127898	XAUUSD	M5	5169.95	5174.66	5175.39	5166.72	662
1772128198	XAUUSD	M5	5166.97	5169.95	5173.09	5165.07	736
1772128498	XAUUSD	M5	5167.22	5167.04	5168.71	5162.07	706
1772128798	XAUUSD	M5	5168.87	5167.45	5171.46	5167.37	630
1772129098	XAUUSD	M5	5170.20	5168.87	5171.14	5163.60	686
1772129398	XAUUSD	M5	5173.38	5170.06	5173.61	5169.28	663
1772129698	XAUUSD	M5	5174.85	5173.38	5176.38	5171.78	624
1772129998	XAUUSD	M5	5174.86	5174.39	5176.78	5174.03	632
1772130298	XAUUSD	M5	5177.09	5174.72	5178.39	5173.92	617
1772130598	XAUUSD	M5	5167.56	5177.20	5180.29	5165.87	685
1772130898	XAUUSD	M5	5175.50	5167.64	5177.31	5160.94	795
1772131198	XAUUSD	M5	5181.72	5175.50	5182.39	5174.67	588
1772131498	XAUUSD	M5	5184.66	5181.44	5185.07	5181.28	554
1772131798	XAUUSD	M5	5180.90	5184.57	5185.84	5180.81	556
1772132098	XAUUSD	M5	5180.24	5180.83	5182.31	5179.17	515
1772132398	XAUUSD	M5	5185.45	5180.39	5186.19	5179.78	529
1772132698	XAUUSD	M5	5186.22	5185.48	5187.79	5184.15	547
1772132998	XAUUSD	M5	5186.48	5186.22	5188.31	5184.86	519
1772133298	XAUUSD	M5	5187.70	5186.50	5187.86	5185.17	532
1772133598	XAUUSD	M5	5185.79	5187.72	5189.15	5185.47	501
1772133898	XAUUSD	M5	5185.56	5185.79	5186.69	5184.62	479
1772134198	XAUUSD	M5	5188.86	5185.65	5188.99	5183.50	499
1772134498	XAUUSD	M5	5184.19	5188.90	5190.83	5183.66	511
1772134798	XAUUSD	M5	5186.40	5184.19	5186.91	5184.02	433
1772135098	XAUUSD	M5	5193.89	5186.38	5194.04	5186.38	542
1772135398	XAUUSD	M5	5189.59	5193.91	5193.93	5188.94	531
1772135698	XAUUSD	M5	5187.06	5189.70	5190.58	5186.52	482
1772135998	XAUUSD	M5	5193.81	5187.06	5193.82	5186.81	520
1772136298	XAUUSD	M5	5195.17	5193.81	5196.48	5193.79	481
1772136598	XAUUSD	M5	5196.91	5195.17	5198.04	5194.35	490
1772136898	XAUUSD	M5	5194.53	5196.97	5197.10	5191.97	619
1772137198	XAUUSD	M5	5197.78	5194.55	5197.78	5194.25	546
1772137498	XAUUSD	M5	5193.62	5197.83	5197.83	5193.28	488
1772137798	XAUUSD	M5	5194.35	5193.57	5194.80	5190.76	616
1772138098	XAUUSD	M5	5197.73	5194.36	5199.39	5194.22	508
1772138398	XAUUSD	M5	5198.35	5197.76	5199.23	5196.41	542
1772138698	XAUUSD	M5	5199.97	5198.38	5200.65	5198.38	565
1772138998	XAUUSD	M5	5192.82	5199.97	5200.22	5191.57	646
1772139298	XAUUSD	M5	5196.61	5192.77	5197.37	5189.72	694
1772139598	XAUUSD	M5	5198.64	5196.46	5200.56	5196.46	349
1772139898	XAUUSD	M5	5199.59	5198.75	5199.78	5198.48	264
1772140198	XAUUSD	M5	5196.51	5199.59	5199.59	5196.31	290
1772140498	XAUUSD	M5	5195.12	5196.51	5196.86	5193.70	309
1772140798	XAUUSD	M5	5191.31	5194.90	5196.51	5191.29	274
1772141098	XAUUSD	M5	5185.72	5191.31	5192.04	5184.81	338
1772141398	XAUUSD	M5	5185.11	5185.75	5188.92	5184.48	263
