timestamp	symbol	timeframe	close	zigzag_high	zigzag_low	ema
1772054698	XAUUSD	M5	5169.12	0.00	0.00	5181.61
1772054998	XAUUSD	M5	5168.22	0.00	0.00	5180.69
1772055298	XAUUSD	M5	5168.90	0.00	0.00	5179.94
1772055598	XAUUSD	M5	5170.25	0.00	0.00	5179.21
1772055898	XAUUSD	M5	5170.94	0.00	0.00	5178.59
1772056198	XAUUSD	M5	5164.31	0.00	0.00	5177.71
1772056498	XAUUSD	M5	5164.89	0.00	0.00	5176.90
1772060398	XAUUSD	M5	5175.34	0.00	0.00	5176.52
1772060698	XAUUSD	M5	5179.73	5182.16	0.00	5176.67
1772060998	XAUUSD	M5	5168.80	0.00	0.00	5176.31
1772061298	XAUUSD	M5	5174.01	0.00	0.00	5175.94
1772061598	XAUUSD	M5	5170.68	0.00	0.00	5175.78
1772061898	XAUUSD	M5	5170.04	0.00	0.00	5175.33
1772062198	XAUUSD	M5	5168.98	0.00	0.00	5174.82
1772062498	XAUUSD	M5	5169.88	0.00	0.00	5174.33
1772062798	XAUUSD	M5	5172.62	0.00	0.00	5174.16
1772063098	XAUUSD	M5	5167.31	0.00	0.00	5173.92
1772063398	XAUUSD	M5	5169.57	0.00	0.00	5173.54
1772063698	XAUUSD	M5	5163.13	0.00	0.00	5172.93
1772063998	XAUUSD	M5	5160.24	0.00	5155.71	5172.11
1772064298	XAUUSD	M5	5161.95	0.00	0.00	5171.38
1772064598	XAUUSD	M5	5167.67	0.00	0.00	5170.99
1772064898	XAUUSD	M5	5169.72	0.00	0.00	5170.96
1772065198	XAUUSD	M5	5180.94	0.00	0.00	5171.45
1772065498	XAUUSD	M5	5185.25	0.00	0.00	5172.31
1772065798	XAUUSD	M5	5182.32	0.00	0.00	5173.20
1772066098	XAUUSD	M5	5182.63	0.00	0.00	5173.90
1772066398	XAUUSD	M5	5188.37	0.00	0.00	5174.77
1772066698	XAUUSD	M5	5185.97	0.00	0.00	5175.65
1772066998	XAUUSD	M5	5189.70	0.00	0.00	5176.57
1772067298	XAUUSD	M5	5188.31	0.00	0.00	5177.45
1772067598	XAUUSD	M5	5194.75	5198.49	0.00	5178.62
1772067898	XAUUSD	M5	5183.93	0.00	0.00	5179.24
1772068198	XAUUSD	M5	5187.53	0.00	0.00	5179.75
1772068498	XAUUSD	M5	5189.46	0.00	0.00	5180.47
1772068798	XAUUSD	M5	5186.05	0.00	0.00	5181.02
1772069098	XAUUSD	M5	5180.54	0.00	0.00	5181.11
1772069398	XAUUSD	M5	5187.99	0.00	5178.56	5181.38
1772069698	XAUUSD	M5	5185.42	0.00	0.00	5181.80
1772069998	XAUUSD	M5	5189.54	0.00	0.00	5182.32
1772070298	XAUUSD	M5	5189.93	0.00	0.00	5182.85
1772070598	XAUUSD	M5	5191.16	0.00	0.00	5183.36
1772070898	XAUUSD	M5	5191.71	0.00	0.00	5183.98
1772071198	XAUUSD	M5	5190.17	5195.51	0.00	5184.49
1772071498	XAUUSD	M5	5187.26	0.00	0.00	5184.70
1772071798	XAUUSD	M5	5183.06	0.00	0.00	5184.75
1772072098	XAUUSD	M5	5188.25	0.00	0.00	5184.89
1772072398	XAUUSD	M5	5183.44	0.00	0.00	5184.88
1772072698	XAUUSD	M5	5180.79	0.00	0.00	5184.67
1772072998	XAUUSD	M5	5178.87	0.00	0.00	5184.36
1772073298	XAUUSD	M5	5180.52	0.00	0.00	5184.03
1772073598	XAUUSD	M5	5176.09	0.00	5174.34	5183.53
1772073898	XAUUSD	M5	5180.78	0.00	0.00	5183.28
1772074198	XAUUSD	M5	5184.69	0.00	0.00	5183.28
1772074498	XAUUSD	M5	5184.34	0.00	0.00	5183.39
1772074798	XAUUSD	M5	5187.44	0.00	0.00	5183.58
1772075098	XAUUSD	M5	5185.97	0.00	0.00	5183.75
1772075398	XAUUSD	M5	5187.26	0.00	0.00	5183.95
1772075698	XAUUSD	M5	5190.19	0.00	0.00	5184.37
1772075998	XAUUSD	M5	5191.04	0.00	0.00	5184.79
1772076298	XAUUSD	M5	5188.35	0.00	0.00	5185.10
1772076598	XAUUSD	M5	5188.56	0.00	0.00	5185.36
1772076898	XAUUSD	M5	5186.58	0.00	0.00	5185.49
1772077198	XAUUSD	M5	5186.18	0.00	0.00	5185.60
1772077498	XAUUSD	M5	5188.61	0.00	0.00	5185.71
1772077798	XAUUSD	M5	5191.34	0.00	0.00	5186.03
1772078098	XAUUSD	M5	5192.63	0.00	0.00	5186.45
1772078398	XAUUSD	M5	5194.08	0.00	0.00	5186.99
1772078698	XAUUSD	M5	5195.76	0.00	0.00	5187.58
1772078998	XAUUSD	M5	5196.80	0.00	0.00	5188.25
1772079298	XAUUSD	M5	5193.83	0.00	0.00	5188.67
1772079598	XAUUSD	M5	5193.75	0.00	0.00	5189.02
1772079898	XAUUSD	M5	5194.13	0.00	0.00	5189.34
1772080198	XAUUSD	M5	5194.86	0.00	0.00	5189.69
1772080498	XAUUSD	M5	5195.40	0.00	0.00	5190.08
1772080798	XAUUSD	M5	5194.26	0.00	0.00	5190.41
1772081098	XAUUSD	M5	5191.38	0.00	0.00	5190.54
1772081398	XAUUSD	M5	5192.61	0.00	0.00	5190.65
1772081698	XAUUSD	M5	5192.69	0.00	0.00	5190.80
1772081998	XAUUSD	M5	5193.25	0.00	0.00	5190.96
1772082298	XAUUSD	M5	5194.54	0.00	0.00	5191.15
1772082598	XAUUSD	M5	5197.85	0.00	0.00	5191.57
1772082898	XAUUSD	M5	5199.82	0.00	0.00	5192.15
1772083198	XAUUSD	M5	5202.71	0.00	0.00	5192.80
1772083498	XAUUSD	M5	5200.41	5205.31	0.00	5193.44
1772083798	XAUUSD	M5	5201.13	0.00	0.00	5193.95
1772084098	XAUUSD	M5	5199.26	0.00	0.00	5194.34
1772084398	XAUUSD	M5	5199.69	0.00	0.00	5194.76
1772084698	XAUUSD	M5	5193.88	0.00	0.00	5194.78
1772084998	XAUUSD	M5	5194.18	0.00	0.00	5194.77
1772085298	XAUUSD	M5	5198.46	0.00	0.00	5194.94
1772085598	XAUUSD	M5	5193.77	0.00	0.00	5194.98
1772085898	XAUUSD	M5	5198.41	0.00	0.00	5195.14
1772086198	XAUUSD	M5	5197.99	0.00	0.00	5195.30
1772086498	XAUUSD	M5	5196.06	0.00	0.00	5195.38
1772086798	XAUUSD	M5	5196.44	0.00	0.00	5195.39
1772087098	XAUUSD	M5	5193.49	0.00	0.00	5195.35
1772087398	XAUUSD	M5	5196.90	0.00	0.00	5195.39
1772087698	XAUUSD	M5	5196.79	0.00	0.00	5195.46
1772087998	XAUUSD	M5	5196.44	0.00	0.00	5195.50
1772088298	XAUUSD	M5	5192.80	0.00	0.00	5195.39
1772088598	XAUUSD	M5	5192.66	0.00	0.00	5195.26
1772088898	XAUUSD	M5	5193.26	0.00	0.00	5195.05
1772089198	XAUUSD	M5	5190.96	0.00	0.00	5194.72
1772089498	XAUUSD	M5	5184.75	0.00	0.00	5194.10
1772089798	XAUUSD	M5	5187.62	0.00	0.00	5193.51
1772090098	XAUUSD	M5	5188.55	0.00	0.00	5193.13
1772090398	XAUUSD	M5	5186.04	0.00	0.00	5192.61
1772090698	XAUUSD	M5	5184.88	0.00	0.00	5192.12
1772090998	XAUUSD	M5	5186.15	0.00	0.00	5191.72
1772091298	XAUUSD	M5	5188.35	0.00	0.00	5191.40
1772091598	XAUUSD	M5	5186.49	0.00	0.00	5191.12
1772091898	XAUUSD	M5	5181.91	0.00	0.00	5190.58
1772092198	XAUUSD	M5	5183.70	0.00	0.00	5190.01
1772092498	XAUUSD	M5	5186.02	0.00	0.00	5189.72
1772092798	XAUUSD	M5	5181.47	0.00	0.00	5189.22
1772093098	XAUUSD	M5	5183.96	0.00	5179.41	5188.77
1772093398	XAUUSD	M5	5189.48	0.00	0.00	5188.71
1772093698	XAUUSD	M5	5187.25	5190.85	0.00	5188.63
1772093998	XAUUSD	M5	5187.01	0.00	0.00	5188.48
1772094298	XAUUSD	M5	5176.99	0.00	0.00	5187.88
1772094598	XAUUSD	M5	5175.06	0.00	0.00	5187.01
1772094898	XAUUSD	M5	5174.82	0.00	0.00	5186.16
1772095198	XAUUSD	M5	5174.28	0.00	0.00	5185.30
1772095498	XAUUSD	M5	5179.75	0.00	5167.91	5184.63
1772095798	XAUUSD	M5	5178.38	0.00	0.00	5184.26
1772096098	XAUUSD	M5	5179.41	0.00	0.00	5183.87
1772096398	XAUUSD	M5	5174.44	0.00	0.00	5183.34
1772096698	XAUUSD	M5	5178.01	0.00	0.00	5182.87
1772096998	XAUUSD	M5	5181.64	0.00	0.00	5182.71
1772097298	XAUUSD	M5	5176.99	0.00	0.00	5182.40
1772097598	XAUUSD	M5	5176.56	0.00	0.00	5181.95
1772097898	XAUUSD	M5	5181.20	0.00	0.00	5181.81
1772098198	XAUUSD	M5	5181.63	0.00	0.00	5181.79
1772098498	XAUUSD	M5	5183.30	0.00	0.00	5181.84
1772098798	XAUUSD	M5	5181.50	0.00	0.00	5181.83
1772099098	XAUUSD	M5	5184.64	0.00	0.00	5181.98
1772099398	XAUUSD	M5	5186.98	0.00	0.00	5182.27
1772099698	XAUUSD	M5	5186.32	0.00	0.00	5182.63
1772099998	XAUUSD	M5	5189.51	0.00	0.00	5183.03
1772100298	XAUUSD	M5	5188.45	5190.10	0.00	5183.45
1772100598	XAUUSD	M5	5187.89	0.00	0.00	5183.77
1772100898	XAUUSD	M5	5182.85	0.00	0.00	5183.82
1772101198	XAUUSD	M5	5183.60	0.00	0.00	5183.78
1772101498	XAUUSD	M5	5179.29	0.00	0.00	5183.59
1772101798	XAUUSD	M5	5177.04	0.00	0.00	5183.12
1772102098	XAUUSD	M5	5176.09	0.00	0.00	5182.54
1772102398	XAUUSD	M5	5172.13	0.00	0.00	5181.95
1772102698	XAUUSD	M5	5171.17	0.00	0.00	5181.27
1772102998	XAUUSD	M5	5173.60	0.00	0.00	5180.61
1772103298	XAUUSD	M5	5171.61	0.00	0.00	5179.90
1772103598	XAUUSD	M5	5173.83	0.00	0.00	5179.39
1772103898	XAUUSD	M5	5177.33	0.00	0.00	5179.16
1772104198	XAUUSD	M5	5175.85	0.00	0.00	5178.95
1772104498	XAUUSD	M5	5175.54	0.00	0.00	5178.61
1772104798	XAUUSD	M5	5171.70	0.00	0.00	5178.20
1772105098	XAUUSD	M5	5171.88	0.00	0.00	5177.83
1772105398	XAUUSD	M5	5173.38	0.00	0.00	5177.50
1772105698	XAUUSD	M5	5173.54	0.00	0.00	5177.23
1772105998	XAUUSD	M5	5174.68	0.00	0.00	5177.02
1772106298	XAUUSD	M5	5171.40	0.00	0.00	5176.68
1772106598	XAUUSD	M5	5163.51	0.00	0.00	5175.88
1772106898	XAUUSD	M5	5164.71	0.00	0.00	5175.04
1772107198	XAUUSD	M5	5165.67	0.00	5157.98	5174.25
1772107498	XAUUSD	M5	5169.15	0.00	0.00	5173.75
1772107798	XAUUSD	M5	5168.46	0.00	0.00	5173.37
1772108098	XAUUSD	M5	5172.18	0.00	0.00	5173.18
1772108398	XAUUSD	M5	5176.52	0.00	0.00	5173.27
1772108698	XAUUSD	M5	5178.54	0.00	0.00	5173.62
1772108998	XAUUSD	M5	5183.10	0.00	0.00	5174.19
1772109298	XAUUSD	M5	5182.34	0.00	0.00	5174.76
1772109598	XAUUSD	M5	5187.52	0.00	0.00	5175.55
1772109898	XAUUSD	M5	5181.29	5187.83	0.00	5176.12
1772110198	XAUUSD	M5	5181.25	0.00	0.00	5176.46
1772110498	XAUUSD	M5	5183.85	0.00	0.00	5176.93
1772110798	XAUUSD	M5	5175.76	0.00	0.00	5177.06
1772111098	XAUUSD	M5	5172.50	0.00	0.00	5176.89
1772111398	XAUUSD	M5	5174.00	0.00	0.00	5176.56
1772111698	XAUUSD	M5	5171.65	0.00	0.00	5176.36
1772111998	XAUUSD	M5	5178.12	0.00	0.00	5176.35
1772112298	XAUUSD	M5	5174.76	0.00	0.00	5176.31
1772112598	XAUUSD	M5	5174.36	0.00	0.00	5175.99
1772112898	XAUUSD	M5	5173.61	0.00	0.00	5175.82
1772113198	XAUUSD	M5	5165.14	0.00	0.00	5175.26
1772113498	XAUUSD	M5	5168.76	0.00	0.00	5174.72
1772113798	XAUUSD	M5	5170.80	0.00	0.00	5174.37
1772114098	XAUUSD	M5	5166.39	0.00	0.00	5173.91
1772114398	XAUUSD	M5	5166.06	0.00	0.00	5173.37
1772114698	XAUUSD	M5	5163.55	0.00	0.00	5172.69
1772114998	XAUUSD	M5	5166.28	0.00	0.00	5172.16
1772115298	XAUUSD	M5	5167.02	0.00	0.00	5171.79
1772115598	XAUUSD	M5	5168.82	0.00	0.00	5171.48
1772115898	XAUUSD	M5	5170.41	0.00	0.00	5171.41
1772116198	XAUUSD	M5	5165.83	0.00	5140.86	5170.52
1772116498	XAUUSD	M5	5166.41	0.00	0.00	5170.37
1772116798	XAUUSD	M5	5172.56	0.00	0.00	5170.24
1772117098	XAUUSD	M5	5171.99	5175.95	0.00	5170.32
1772117398	XAUUSD	M5	5167.91	0.00	0.00	5170.19
1772117698	XAUUSD	M5	5165.14	0.00	0.00	5169.96
1772117998	XAUUSD	M5	5167.70	0.00	0.00	5169.69
1772118298	XAUUSD	M5	5167.21	0.00	0.00	5169.50
1772118598	XAUUSD	M5	5162.38	0.00	0.00	5169.18
1772118898	XAUUSD	M5	5158.57	0.00	0.00	5168.34
1772119198	XAUUSD	M5	5154.46	0.00	0.00	5167.47
1772119498	XAUUSD	M5	5141.51	0.00	5130.84	5165.76
1772119798	XAUUSD	M5	5153.62	0.00	0.00	5164.65
1772120098	XAUUSD	M5	5169.23	0.00	0.00	5164.60
1772120398	XAUUSD	M5	5175.56	0.00	0.00	5165.18
1772120698	XAUUSD	M5	5182.38	0.00	0.00	5166.33
1772120998	XAUUSD	M5	5189.70	5192.68	0.00	5167.86
1772121298	XAUUSD	M5	5185.86	0.00	0.00	5169.24
1772121598	XAUUSD	M5	5178.92	0.00	0.00	5170.11
1772121898	XAUUSD	M5	5177.76	0.00	0.00	5170.70
1772122198	XAUUSD	M5	5176.76	0.00	0.00	5171.14
1772122498	XAUUSD	M5	5181.40	0.00	0.00	5171.77
1772122798	XAUUSD	M5	5178.22	0.00	0.00	5172.33
1772123098	XAUUSD	M5	5180.48	0.00	0.00	5172.80
1772123398	XAUUSD	M5	5181.91	0.00	0.00	5173.39
1772123698	XAUUSD	M5	5182.35	0.00	0.00	5174.02
1772123998	XAUUSD	M5	5183.30	0.00	0.00	5174.68
1772124298	XAUUSD	M5	5181.36	0.00	0.00	5175.18
1772124598	XAUUSD	M5	5179.02	0.00	0.00	5175.51
1772124898	XAUUSD	M5	5179.61	0.00	0.00	5175.73
1772125198	XAUUSD	M5	5181.28	0.00	0.00	5176.10
1772125498	XAUUSD	M5	5186.39	0.00	0.00	5176.73
1772125798	XAUUSD	M5	5179.65	0.00	0.00	5177.20
1772126098	XAUUSD	M5	5178.26	0.00	0.00	5177.28
1772126398	XAUUSD	M5	5179.47	0.00	0.00	5177.46
1772126698	XAUUSD	M5	5174.39	0.00	0.00	5177.37
1772126998	XAUUSD	M5	5176.73	0.00	0.00	5177.22
1772127298	XAUUSD	M5	5173.94	0.00	0.00	5177.05
1772127598	XAUUSD	M5	5174.73	0.00	0.00	5176.91
1772127898	XAUUSD	M5	5169.95	0.00	0.00	5176.46
1772128198	XAUUSD	M5	5166.97	0.00	0.00	5175.89
1772128498	XAUUSD	M5	5167.22	0.00	5162.07	5175.18
1772128798	XAUUSD	M5	5168.87	0.00	0.00	5174.75
1772129098	XAUUSD	M5	5170.20	0.00	0.00	5174.29
1772129398	XAUUSD	M5	5173.38	0.00	0.00	5174.14
1772129698	XAUUSD	M5	5174.85	0.00	0.00	5174.15
1772129998	XAUUSD	M5	5174.86	0.00	0.00	5174.23
1772130298	XAUUSD	M5	5177.09	0.00	0.00	5174.39
1772130598	XAUUSD	M5	5167.56	5180.29	0.00	5174.16
1772130898	XAUUSD	M5	5175.50	0.00	5160.94	5173.95
1772131198	XAUUSD	M5	5181.72	0.00	0.00	5174.36
1772131498	XAUUSD	M5	5184.66	0.00	0.00	5175.02
1772131798	XAUUSD	M5	5180.90	0.00	0.00	5175.56
1772132098	XAUUSD	M5	5180.24	0.00	0.00	5175.92
1772132398	XAUUSD	M5	5185.45	0.00	0.00	5176.48
1772132698	XAUUSD	M5	5186.22	0.00	0.00	5177.16
1772132998	XAUUSD	M5	5186.48	0.00	0.00	5177.83
1772133298	XAUUSD	M5	5187.70	0.00	0.00	5178.48
1772133598	XAUUSD	M5	5185.79	0.00	0.00	5179.08
1772133898	XAUUSD	M5	5185.56	0.00	0.00	5179.54
1772134198	XAUUSD	M5	5188.86	0.00	0.00	5180.09
1772134498	XAUUSD	M5	5184.19	0.00	0.00	5180.52
1772134798	XAUUSD	M5	5186.40	0.00	0.00	5180.90
1772135098	XAUUSD	M5	5193.89	0.00	0.00	5181.65
1772135398	XAUUSD	M5	5189.59	0.00	0.00	5182.31
1772135698	XAUUSD	M5	5187.06	0.00	0.00	5182.72
1772135998	XAUUSD	M5	5193.81	0.00	0.00	5183.34
1772136298	XAUUSD	M5	5195.17	0.00	0.00	5184.19
1772136598	XAUUSD	M5	5196.91	0.00	0.00	5185.06
1772136898	XAUUSD	M5	5194.53	0.00	0.00	5185.74
1772137198	XAUUSD	M5	5197.78	0.00	0.00	5186.51
1772137498	XAUUSD	M5	5193.62	0.00	0.00	5187.11
1772137798	XAUUSD	M5	5194.35	0.00	0.00	5187.56
1772138098	XAUUSD	M5	5197.73	0.00	0.00	5188.24
1772138398	XAUUSD	M5	5198.35	0.00	0.00	5188.94
1772138698	XAUUSD	M5	5199.97	5200.65	0.00	5189.70
1772138998	XAUUSD	M5	5192.82	0.00	0.00	5190.07
1772139298	XAUUSD	M5	5196.61	0.00	0.00	5190.39
1772139598	XAUUSD	M5	5198.64	0.00	0.00	5190.98
1772139898	XAUUSD	M5	5199.59	0.00	0.00	5191.57
1772140198	XAUUSD	M5	5196.51	0.00	0.00	5191.99
1772140498	XAUUSD	M5	5195.12	0.00	0.00	5192.22
1772140798	XAUUSD	M5	5191.31	0.00	0.00	5192.28
1772141098	XAUUSD	M5	5185.72	0.00	0.00	5191.94
1772141398	XAUUSD	M5	5185.11	0.00	0.00	5191.53
1772141698	XAUUSD	M5	5187.12	0.00	0.00	5191.16
1772141998	XAUUSD	M5	5190.39	0.00	0.00	5191.04
1772142298	XAUUSD	M5	5187.18	0.00	0.00	5190.84
1772142598	XAUUSD	M5	5183.40	0.00	0.00	5190.42
1772142898	XAUUSD	M5	5185.20	0.00	0.00	5190.01
1772146798	XAUUSD	M5	5182.18	0.00	5175.72	5189.48
1772147098	XAUUSD	M5	5184.67	0.00	0.00	5189.04
1772147398	XAUUSD	M5	5183.99	0.00	0.00	5188.76
1772147698	XAUUSD	M5	5183.77	0.00	0.00	5188.43
1772147998	XAUUSD	M5	5183.69	0.00	0.00	5188.17
1772148298	XAUUSD	M5	5184.00	0.00	0.00	5187.85
1772148598	XAUUSD	M5	5183.32	0.00	0.00	5187.52
1772148898	XAUUSD	M5	5187.21	0.00	0.00	5187.41
1772149198	XAUUSD	M5	5186.02	0.00	0.00	5187.34
1772149498	XAUUSD	M5	5183.96	0.00	0.00	5187.21
1772149798	XAUUSD	M5	5184.93	0.00	0.00	5187.00
1772150098	XAUUSD	M5	5184.61	0.00	0.00	5186.81
1772150398	XAUUSD	M5	5180.24	0.00	0.00	5186.44
1772150698	XAUUSD	M5	5182.68	0.00	0.00	5186.15
1772150998	XAUUSD	M5	5185.89	0.00	0.00	5186.07
1772151298	XAUUSD	M5	5189.28	0.00	0.00	5186.22
1772151598	XAUUSD	M5	5192.47	5194.70	0.00	5186.63
1772151898	XAUUSD	M5	5188.14	0.00	0.00	5186.84
1772152198	XAUUSD	M5	5182.22	0.00	0.00	5186.63
1772152498	XAUUSD	M5	5174.71	0.00	0.00	5185.89
1772152798	XAUUSD	M5	5176.20	0.00	0.00	5185.09
1772153098	XAUUSD	M5	5173.90	0.00	0.00	5184.32
1772153398	XAUUSD	M5	5176.56	0.00	0.00	5183.69
1772153698	XAUUSD	M5	5174.97	0.00	0.00	5183.09
1772153998	XAUUSD	M5	5175.37	0.00	0.00	5182.41
1772154298	XAUUSD	M5	5174.86	0.00	5166.90	5181.72
1772154598	XAUUSD	M5	5176.58	0.00	0.00	5181.37
1772154898	XAUUSD	M5	5177.91	0.00	0.00	5181.08
1772155198	XAUUSD	M5	5177.86	0.00	0.00	5180.86
1772155498	XAUUSD	M5	5174.99	0.00	0.00	5180.51
1772155798	XAUUSD	M5	5182.14	0.00	0.00	5180.43
1772156098	XAUUSD	M5	5190.70	0.00	0.00	5180.96
1772156398	XAUUSD	M5	5188.65	0.00	0.00	5181.53
1772156698	XAUUSD	M5	5188.54	0.00	0.00	5182.03
1772156998	XAUUSD	M5	5192.10	0.00	0.00	5182.68
1772157298	XAUUSD	M5	5194.22	0.00	0.00	5183.41
1772157598	XAUUSD	M5	5193.31	0.00	0.00	5184.18
1772157898	XAUUSD	M5	5195.28	5199.63	0.00	5185.03
1772158198	XAUUSD	M5	5194.16	0.00	0.00	5185.68
