datetime	timestamp	symbol	timeframe	close	open	high	low	volume
2026-02-25 15:04:59	1772031899	XAUUSD	M5	5195.89	5198.64	5202.61	5195.49	813
2026-02-25 15:09:59	1772032199	XAUUSD	M5	5193.17	5196.09	5196.22	5190.4	835
2026-02-25 15:14:59	1772032499	XAUUSD	M5	5188.97	5193.17	5195.68	5188.4	744
2026-02-25 15:19:59	1772032799	XAUUSD	M5	5185.46	5188.92	5191.39	5183.87	775
2026-02-25 15:24:59	1772033099	XAUUSD	M5	5180.33	5185.59	5187.15	5174.1	837
2026-02-25 15:29:59	1772033399	XAUUSD	M5	5181.68	5179.38	5182.93	5172.47	843
2026-02-25 15:34:59	1772033699	XAUUSD	M5	5187.95	5181.46	5189.5	5181.18	751
2026-02-25 15:39:59	1772033999	XAUUSD	M5	5191	5187.96	5193.07	5186.86	730
2026-02-25 15:44:59	1772034299	XAUUSD	M5	5197.9	5191	5198.34	5186.76	761
2026-02-25 15:49:59	1772034599	XAUUSD	M5	5195.48	5197.86	5198	5192.68	693
2026-02-25 15:54:59	1772034899	XAUUSD	M5	5194.5	5195.33	5198.06	5193.32	681
2026-02-25 15:59:59	1772035199	XAUUSD	M5	5194.37	5194.82	5198.45	5193.09	720
2026-02-25 16:04:59	1772035499	XAUUSD	M5	5191.37	5194.36	5195.31	5190.48	637
2026-02-25 16:09:59	1772035799	XAUUSD	M5	5192.52	5191.32	5195.83	5189.86	656
2026-02-25 16:14:59	1772036099	XAUUSD	M5	5197.05	5192.62	5197.64	5191.81	572
2026-02-25 16:19:59	1772036399	XAUUSD	M5	5205.29	5197.05	5205.75	5197.05	671
2026-02-25 16:24:59	1772036699	XAUUSD	M5	5203.22	5205.26	5206.19	5201.19	630
2026-02-25 16:29:59	1772036999	XAUUSD	M5	5206.56	5202.9	5206.68	5199.27	643
2026-02-25 16:34:59	1772037299	XAUUSD	M5	5203.39	5206.58	5207.11	5202.52	659
2026-02-25 16:39:59	1772037599	XAUUSD	M5	5207.51	5203.5	5207.54	5203.5	569
2026-02-25 16:44:59	1772037899	XAUUSD	M5	5208.18	5207.45	5213.8	5206.78	755
2026-02-25 16:49:59	1772038199	XAUUSD	M5	5211.95	5208.19	5212.49	5207.6	571
2026-02-25 16:54:59	1772038499	XAUUSD	M5	5212.31	5211.94	5212.79	5210.16	571
2026-02-25 16:59:59	1772038799	XAUUSD	M5	5210.09	5212.52	5212.66	5208.17	576
2026-02-25 17:04:59	1772039099	XAUUSD	M5	5214.69	5210.14	5214.96	5207.95	586
2026-02-25 17:09:59	1772039399	XAUUSD	M5	5215.17	5214.58	5217.63	5214.19	660
2026-02-25 17:14:59	1772039699	XAUUSD	M5	5214.53	5215.29	5215.29	5212.12	624
2026-02-25 17:19:59	1772039999	XAUUSD	M5	5213.27	5214.5	5215.65	5211.46	626
2026-02-25 17:24:59	1772040299	XAUUSD	M5	5213.1	5213.41	5215.97	5212.26	564
2026-02-25 17:29:59	1772040599	XAUUSD	M5	5211.85	5213.1	5214.42	5211.05	511
2026-02-25 17:34:59	1772040899	XAUUSD	M5	5213.17	5211.87	5213.46	5210.33	509
2026-02-25 17:39:59	1772041199	XAUUSD	M5	5208.33	5213.17	5213.79	5208.18	516
2026-02-25 17:44:59	1772041499	XAUUSD	M5	5206.71	5208.8	5209.02	5204.41	550
2026-02-25 17:49:59	1772041799	XAUUSD	M5	5206.32	5206.84	5210.67	5204.88	550
2026-02-25 17:54:59	1772042099	XAUUSD	M5	5206.82	5206.35	5208.03	5203.44	576
2026-02-25 17:59:59	1772042399	XAUUSD	M5	5207.4	5206.83	5207.45	5206.83	313
2026-02-25 18:04:59	1772042699	XAUUSD	M5	5207.07	5207.43	5207.53	5207.02	242
2026-02-25 18:09:59	1772042999	XAUUSD	M5	5206.89	5207.07	5207.1	5206.72	208
2026-02-25 18:14:59	1772043299	XAUUSD	M5	5206.8	5206.89	5207.29	5206.71	221
2026-02-25 18:19:59	1772043599	XAUUSD	M5	5206.77	5206.8	5207.28	5206.73	227
2026-02-25 18:24:59	1772043899	XAUUSD	M5	5206.8	5206.77	5207.04	5206.64	142
2026-02-25 18:29:59	1772044199	XAUUSD	M5	5206.8	5206.8	5207.29	5206.75	284
2026-02-25 18:34:59	1772044499	XAUUSD	M5	5206.39	5206.78	5206.81	5205.87	250
2026-02-25 18:39:59	1772044799	XAUUSD	M5	5205.13	5206.33	5206.6	5204.95	296
2026-02-25 18:44:59	1772045099	XAUUSD	M5	5200.95	5205.13	5205.38	5200.71	282
2026-02-25 18:49:59	1772045399	XAUUSD	M5	5202.58	5200.99	5204	5200.84	380
2026-02-25 18:54:59	1772045699	XAUUSD	M5	5202.12	5202.63	5203.55	5201.23	386
2026-02-25 18:59:59	1772045999	XAUUSD	M5	5200.91	5202.12	5202.74	5200.91	305
2026-02-25 19:04:59	1772046299	XAUUSD	M5	5194.29	5201.04	5201.18	5194.07	448
2026-02-25 19:09:59	1772046599	XAUUSD	M5	5207.04	5194.35	5207.87	5191.67	570
2026-02-25 19:14:59	1772046899	XAUUSD	M5	5200.55	5207.16	5207.22	5200.44	404
2026-02-25 19:19:59	1772047199	XAUUSD	M5	5197.32	5200.56	5200.61	5194.31	449
2026-02-25 19:24:59	1772047499	XAUUSD	M5	5202.59	5197.32	5202.73	5194.06	473
2026-02-25 19:29:59	1772047799	XAUUSD	M5	5202.51	5202.76	5204.51	5199.62	546
2026-02-25 19:34:59	1772048099	XAUUSD	M5	5201	5202.52	5206.3	5200.84	561
2026-02-25 19:39:59	1772048399	XAUUSD	M5	5204.32	5200.97	5205.14	5200.72	514
2026-02-25 19:44:59	1772048699	XAUUSD	M5	5205	5204.32	5207.58	5200.29	699
2026-02-25 19:49:59	1772048999	XAUUSD	M5	5204.97	5204.86	5208.32	5200.63	616
2026-02-25 19:54:59	1772049299	XAUUSD	M5	5204.87	5205.32	5207.55	5203.6	593
2026-02-25 19:59:59	1772049599	XAUUSD	M5	5201.76	5204.88	5205.24	5196.81	675
2026-02-25 20:04:59	1772049899	XAUUSD	M5	5202.46	5201.76	5205.81	5200.96	611
2026-02-25 20:09:59	1772050199	XAUUSD	M5	5195.27	5202.46	5206.05	5195.19	537
2026-02-25 20:14:59	1772050499	XAUUSD	M5	5184.8	5195.5	5196.35	5183.51	706
2026-02-25 20:19:59	1772050799	XAUUSD	M5	5189	5184.83	5189.02	5183.27	584
2026-02-25 20:24:59	1772051099	XAUUSD	M5	5186.11	5189.32	5193.35	5185.75	567
2026-02-25 20:29:59	1772051399	XAUUSD	M5	5188.12	5186.71	5190.61	5180.6	687
2026-02-25 20:34:59	1772051699	XAUUSD	M5	5183.41	5188.11	5188.49	5181.25	629
2026-02-25 20:39:59	1772051999	XAUUSD	M5	5181.48	5183.38	5184.2	5177.4	580
2026-02-25 20:44:59	1772052299	XAUUSD	M5	5173.57	5181.48	5181.48	5167.27	780
2026-02-25 20:49:59	1772052599	XAUUSD	M5	5178.01	5173.53	5180.59	5172.18	719
2026-02-25 20:54:59	1772052899	XAUUSD	M5	5152.16	5178.01	5178.01	5145.45	857
2026-02-25 20:59:59	1772053199	XAUUSD	M5	5156.08	5152.19	5160.12	5150.5	731
2026-02-25 21:04:59	1772053499	XAUUSD	M5	5163.03	5156.06	5163.31	5156.06	518
2026-02-25 21:09:59	1772053799	XAUUSD	M5	5161.84	5162.97	5165.32	5158.55	607
2026-02-25 21:14:59	1772054099	XAUUSD	M5	5165.38	5161.82	5173.36	5160.86	603
2026-02-25 21:19:59	1772054399	XAUUSD	M5	5169.17	5165.38	5170.21	5165.07	347
2026-02-25 21:24:59	1772054699	XAUUSD	M5	5169.12	5169.17	5170.51	5167.75	362
2026-02-25 21:29:59	1772054999	XAUUSD	M5	5168.22	5169.37	5171.26	5166.69	490
2026-02-25 21:34:59	1772055299	XAUUSD	M5	5168.9	5168.22	5173.48	5168.2	433
2026-02-25 21:39:59	1772055599	XAUUSD	M5	5170.25	5168.73	5170.71	5168.21	414
2026-02-25 21:44:59	1772055899	XAUUSD	M5	5170.94	5170.25	5171.59	5168.89	389
2026-02-25 21:49:59	1772056199	XAUUSD	M5	5164.31	5170.94	5171.4	5163.07	414
2026-02-25 21:54:59	1772056499	XAUUSD	M5	5164.89	5164.47	5170.52	5163.63	425
2026-02-25 22:59:59	1772060399	XAUUSD	M5	5175.34	5160.41	5178.95	5160.41	474
2026-02-25 23:04:59	1772060699	XAUUSD	M5	5179.73	5175.63	5182.16	5174.09	424
2026-02-25 23:09:59	1772060999	XAUUSD	M5	5168.8	5179.73	5179.76	5166.24	400
2026-02-25 23:14:59	1772061299	XAUUSD	M5	5174.01	5168.8	5174.99	5164.29	470
2026-02-25 23:19:59	1772061599	XAUUSD	M5	5170.68	5174.01	5179.98	5170.46	385
2026-02-25 23:24:59	1772061899	XAUUSD	M5	5170.04	5170.68	5171.44	5167.08	320
2026-02-25 23:29:59	1772062199	XAUUSD	M5	5168.98	5170.03	5170.23	5165.41	371
2026-02-25 23:34:59	1772062499	XAUUSD	M5	5169.88	5168.98	5169.88	5164.08	351
2026-02-25 23:39:59	1772062799	XAUUSD	M5	5172.62	5169.88	5174.35	5168.71	377
2026-02-25 23:44:59	1772063099	XAUUSD	M5	5167.31	5172.65	5178.82	5166.51	515
2026-02-25 23:49:59	1772063399	XAUUSD	M5	5169.57	5168.04	5170.68	5165.3	488
2026-02-25 23:54:59	1772063699	XAUUSD	M5	5163.13	5169.57	5170.67	5161.52	552
2026-02-25 23:59:59	1772063999	XAUUSD	M5	5160.24	5163.25	5168.08	5155.71	718
2026-02-26 00:04:59	1772064299	XAUUSD	M5	5161.95	5160.35	5167.3	5156.41	623
2026-02-26 00:09:59	1772064599	XAUUSD	M5	5167.67	5161.95	5169.33	5160.82	484
2026-02-26 00:14:59	1772064899	XAUUSD	M5	5169.72	5167.67	5174.56	5167.59	510
2026-02-26 00:19:59	1772065199	XAUUSD	M5	5180.94	5170.1	5182.62	5169.81	562
2026-02-26 00:24:59	1772065499	XAUUSD	M5	5185.25	5180.99	5186.34	5179	480
2026-02-26 00:29:59	1772065799	XAUUSD	M5	5182.32	5185.45	5189.46	5182.32	608
2026-02-26 00:34:59	1772066099	XAUUSD	M5	5182.63	5182.38	5185.18	5181.43	437
2026-02-26 00:39:59	1772066399	XAUUSD	M5	5188.37	5182.65	5188.43	5181.29	422
2026-02-26 00:44:59	1772066699	XAUUSD	M5	5185.97	5188.37	5190.06	5185.24	432
2026-02-26 00:49:59	1772066999	XAUUSD	M5	5189.7	5185.88	5191.1	5184.97	389
2026-02-26 00:54:59	1772067299	XAUUSD	M5	5188.31	5189.72	5192.15	5186.13	539
2026-02-26 00:59:59	1772067599	XAUUSD	M5	5194.75	5188.29	5198.49	5188.24	858
2026-02-26 01:04:59	1772067899	XAUUSD	M5	5183.93	5194.96	5194.96	5182.96	688
2026-02-26 01:09:59	1772068199	XAUUSD	M5	5187.53	5183.91	5188.99	5182.77	700
2026-02-26 01:14:59	1772068499	XAUUSD	M5	5189.46	5187.67	5192.5	5187.47	590
2026-02-26 01:19:59	1772068799	XAUUSD	M5	5186.05	5189.4	5195.02	5183.52	613
2026-02-26 01:24:59	1772069099	XAUUSD	M5	5180.54	5186.05	5187.07	5179.01	562
2026-02-26 01:29:59	1772069399	XAUUSD	M5	5187.99	5180.46	5188.26	5178.56	661
2026-02-26 01:34:59	1772069699	XAUUSD	M5	5185.42	5187.99	5191.43	5184.84	643
2026-02-26 01:39:59	1772069999	XAUUSD	M5	5189.54	5185.36	5192.62	5185.14	571
2026-02-26 01:44:59	1772070299	XAUUSD	M5	5189.93	5189.55	5192.2	5187.08	622
2026-02-26 01:49:59	1772070599	XAUUSD	M5	5191.16	5189.93	5193.52	5185.1	624
2026-02-26 01:54:59	1772070899	XAUUSD	M5	5191.71	5191.21	5194.08	5190.34	497
2026-02-26 01:59:59	1772071199	XAUUSD	M5	5190.17	5191.71	5195.51	5187.74	530
2026-02-26 02:04:59	1772071499	XAUUSD	M5	5187.26	5190.17	5190.27	5184.77	460
2026-02-26 02:09:59	1772071799	XAUUSD	M5	5183.06	5187.26	5190.97	5182.2	537
2026-02-26 02:14:59	1772072099	XAUUSD	M5	5188.25	5183.13	5190.04	5181.8	395
2026-02-26 02:19:59	1772072399	XAUUSD	M5	5183.44	5188.24	5189.35	5181.35	354
2026-02-26 02:24:59	1772072699	XAUUSD	M5	5180.79	5183.53	5184.7	5180.67	405
2026-02-26 02:29:59	1772072999	XAUUSD	M5	5178.87	5180.79	5183.73	5178.12	628
2026-02-26 02:34:59	1772073299	XAUUSD	M5	5180.52	5178.72	5184.17	5174.73	623
2026-02-26 02:39:59	1772073599	XAUUSD	M5	5176.09	5180.25	5180.39	5174.34	708
2026-02-26 02:44:59	1772073899	XAUUSD	M5	5180.78	5176.09	5183.21	5176.09	599
2026-02-26 02:49:59	1772074199	XAUUSD	M5	5184.69	5180.78	5184.77	5180.73	504
2026-02-26 02:54:59	1772074499	XAUUSD	M5	5184.34	5184.74	5186.34	5183.78	490
2026-02-26 02:59:59	1772074799	XAUUSD	M5	5187.44	5184.41	5187.61	5182.95	524
2026-02-26 03:04:59	1772075099	XAUUSD	M5	5185.97	5187.44	5187.53	5184.33	484
2026-02-26 03:09:59	1772075399	XAUUSD	M5	5187.26	5186.04	5188.14	5184.36	429
2026-02-26 03:14:59	1772075699	XAUUSD	M5	5190.19	5187.25	5193.82	5185.54	543
2026-02-26 03:19:59	1772075999	XAUUSD	M5	5191.04	5190.18	5191.72	5187.89	470
2026-02-26 03:24:59	1772076299	XAUUSD	M5	5188.35	5190.94	5191.25	5187.78	392
2026-02-26 03:29:59	1772076599	XAUUSD	M5	5188.56	5188.35	5189.77	5187.9	369
2026-02-26 03:34:59	1772076899	XAUUSD	M5	5186.58	5188.6	5188.82	5186.17	256
2026-02-26 03:39:59	1772077199	XAUUSD	M5	5186.18	5186.75	5188.75	5185.95	288
2026-02-26 03:44:59	1772077499	XAUUSD	M5	5188.61	5186.18	5188.63	5184.24	334
2026-02-26 03:49:59	1772077799	XAUUSD	M5	5191.34	5188.61	5191.52	5187.75	329
2026-02-26 03:54:59	1772078099	XAUUSD	M5	5192.63	5191.36	5192.87	5190.46	308
2026-02-26 03:59:59	1772078399	XAUUSD	M5	5194.08	5192.63	5195.47	5192.38	393
2026-02-26 04:04:59	1772078699	XAUUSD	M5	5195.76	5194.09	5196.53	5193.34	306
2026-02-26 04:09:59	1772078999	XAUUSD	M5	5196.8	5195.76	5199.09	5194.96	320
2026-02-26 04:14:59	1772079299	XAUUSD	M5	5193.83	5196.85	5197.1	5191.65	314
2026-02-26 04:19:59	1772079599	XAUUSD	M5	5193.75	5193.83	5195.37	5191.54	328
2026-02-26 04:24:59	1772079899	XAUUSD	M5	5194.13	5193.75	5194.75	5191.7	320
2026-02-26 04:29:59	1772080199	XAUUSD	M5	5194.86	5194.06	5195.01	5192.8	278
2026-02-26 04:34:59	1772080499	XAUUSD	M5	5195.4	5194.86	5195.57	5194.22	229
2026-02-26 04:39:59	1772080799	XAUUSD	M5	5194.26	5195.4	5195.8	5194.11	236
2026-02-26 04:44:59	1772081099	XAUUSD	M5	5191.38	5194.26	5194.8	5190.66	289
2026-02-26 04:49:59	1772081399	XAUUSD	M5	5192.61	5191.38	5192.97	5190.49	260
2026-02-26 04:54:59	1772081699	XAUUSD	M5	5192.69	5192.6	5193.56	5192.05	277
2026-02-26 04:59:59	1772081999	XAUUSD	M5	5193.25	5192.69	5195.22	5190.54	306
2026-02-26 05:04:59	1772082299	XAUUSD	M5	5194.54	5193.25	5194.54	5192.02	267
2026-02-26 05:09:59	1772082599	XAUUSD	M5	5197.85	5194.56	5199.62	5193.6	456
2026-02-26 05:14:59	1772082899	XAUUSD	M5	5199.82	5197.92	5202.41	5196.62	451
2026-02-26 05:19:59	1772083199	XAUUSD	M5	5202.71	5199.91	5203.1	5197.98	397
2026-02-26 05:24:59	1772083499	XAUUSD	M5	5200.41	5202.75	5205.31	5199.61	387
2026-02-26 05:29:59	1772083799	XAUUSD	M5	5201.13	5200.32	5201.63	5199.06	538
2026-02-26 05:34:59	1772084099	XAUUSD	M5	5199.26	5201.12	5203.26	5195.84	511
2026-02-26 05:39:59	1772084399	XAUUSD	M5	5199.69	5199.27	5201.71	5198.94	474
2026-02-26 05:44:59	1772084699	XAUUSD	M5	5193.88	5199.41	5199.99	5191.35	546
2026-02-26 05:49:59	1772084999	XAUUSD	M5	5194.18	5193.84	5196.36	5193.28	459
2026-02-26 05:54:59	1772085299	XAUUSD	M5	5198.46	5194.38	5198.61	5194.38	476
2026-02-26 05:59:59	1772085599	XAUUSD	M5	5193.77	5198.47	5199.36	5193.51	463
2026-02-26 06:04:59	1772085899	XAUUSD	M5	5198.41	5193.77	5199.63	5193.5	409
2026-02-26 06:09:59	1772086199	XAUUSD	M5	5197.99	5198.41	5198.41	5195.75	398
2026-02-26 06:14:59	1772086499	XAUUSD	M5	5196.06	5197.97	5198.51	5194.66	446
2026-02-26 06:19:59	1772086799	XAUUSD	M5	5196.44	5196.06	5197.2	5192.83	410
2026-02-26 06:24:59	1772087099	XAUUSD	M5	5193.49	5196.44	5197.92	5193.16	400
2026-02-26 06:29:59	1772087399	XAUUSD	M5	5196.9	5193.51	5197.36	5193.51	444
2026-02-26 06:34:59	1772087699	XAUUSD	M5	5196.79	5196.9	5198.24	5194.14	425
2026-02-26 06:39:59	1772087999	XAUUSD	M5	5196.44	5196.79	5197.21	5194.27	369
2026-02-26 06:44:59	1772088299	XAUUSD	M5	5192.8	5196.44	5196.96	5192.25	386
2026-02-26 06:49:59	1772088599	XAUUSD	M5	5192.66	5192.79	5196.81	5191.22	477
2026-02-26 06:54:59	1772088899	XAUUSD	M5	5193.26	5192.98	5193.33	5190.37	468
2026-02-26 06:59:59	1772089199	XAUUSD	M5	5190.96	5193.29	5194.72	5185.44	519
2026-02-26 07:04:59	1772089499	XAUUSD	M5	5184.75	5190.71	5190.77	5182.59	426
2026-02-26 07:09:59	1772089799	XAUUSD	M5	5187.62	5184.75	5187.78	5182.45	530
2026-02-26 07:14:59	1772090099	XAUUSD	M5	5188.55	5187.62	5190.81	5185.24	496
2026-02-26 07:19:59	1772090399	XAUUSD	M5	5186.04	5188.55	5189.16	5182.06	425
2026-02-26 07:24:59	1772090699	XAUUSD	M5	5184.88	5186.04	5188.02	5184.43	394
2026-02-26 07:29:59	1772090999	XAUUSD	M5	5186.15	5185.23	5188.73	5184.58	408
2026-02-26 07:34:59	1772091299	XAUUSD	M5	5188.35	5186.06	5189	5184.64	403
2026-02-26 07:39:59	1772091599	XAUUSD	M5	5186.49	5188.34	5189.78	5186.08	327
2026-02-26 07:44:59	1772091899	XAUUSD	M5	5181.91	5186.5	5186.9	5181.87	417
2026-02-26 07:49:59	1772092199	XAUUSD	M5	5183.7	5181.62	5184.2	5179.72	448
2026-02-26 07:54:59	1772092499	XAUUSD	M5	5186.02	5183.73	5188.14	5183.73	351
2026-02-26 07:59:59	1772092799	XAUUSD	M5	5181.47	5186.36	5187.05	5179.66	630
2026-02-26 08:04:59	1772093099	XAUUSD	M5	5183.96	5181.48	5185.37	5179.41	542
2026-02-26 08:09:59	1772093399	XAUUSD	M5	5189.48	5183.8	5190.47	5183.76	567
2026-02-26 08:14:59	1772093699	XAUUSD	M5	5187.25	5189.48	5190.85	5184.89	492
2026-02-26 08:19:59	1772093999	XAUUSD	M5	5187.01	5187.24	5187.55	5184.94	402
2026-02-26 08:24:59	1772094299	XAUUSD	M5	5176.99	5187.02	5187.69	5175.41	671
2026-02-26 08:29:59	1772094599	XAUUSD	M5	5175.06	5176.98	5180.83	5171.24	709
2026-02-26 08:34:59	1772094899	XAUUSD	M5	5174.82	5175.04	5177.72	5172.77	622
2026-02-26 08:39:59	1772095199	XAUUSD	M5	5174.28	5174.88	5176.67	5171.71	520
2026-02-26 08:44:59	1772095499	XAUUSD	M5	5179.75	5174.14	5179.85	5167.91	615
2026-02-26 08:49:59	1772095799	XAUUSD	M5	5178.38	5179.75	5182.29	5177.83	522
2026-02-26 08:54:59	1772096099	XAUUSD	M5	5179.41	5178.38	5181.51	5175.35	492
2026-02-26 08:59:59	1772096399	XAUUSD	M5	5174.44	5179.38	5180.45	5174.43	533
2026-02-26 09:04:59	1772096699	XAUUSD	M5	5178.01	5174.46	5178.4	5173.92	462
2026-02-26 09:09:59	1772096999	XAUUSD	M5	5181.64	5177.68	5182.57	5177.62	503
2026-02-26 09:14:59	1772097299	XAUUSD	M5	5176.99	5181.63	5182.31	5175.91	460
2026-02-26 09:19:59	1772097599	XAUUSD	M5	5176.56	5176.97	5177.1	5174.75	396
2026-02-26 09:24:59	1772097899	XAUUSD	M5	5181.2	5176.56	5182.28	5176.56	452
2026-02-26 09:29:59	1772098199	XAUUSD	M5	5181.63	5181.13	5183.53	5179.3	454
2026-02-26 09:34:59	1772098499	XAUUSD	M5	5183.3	5181.62	5183.7	5180.25	360
2026-02-26 09:39:59	1772098799	XAUUSD	M5	5181.5	5183.07	5183.55	5180.36	292
2026-02-26 09:44:59	1772099099	XAUUSD	M5	5184.64	5181.55	5185.27	5181.55	361
2026-02-26 09:49:59	1772099399	XAUUSD	M5	5186.98	5184.63	5187.22	5184.05	368
2026-02-26 09:54:59	1772099699	XAUUSD	M5	5186.32	5186.81	5189.72	5186.04	407
2026-02-26 09:59:59	1772099999	XAUUSD	M5	5189.51	5186.4	5189.52	5185.62	327
2026-02-26 10:04:59	1772100299	XAUUSD	M5	5188.45	5189.51	5190.1	5188.17	314
2026-02-26 10:09:59	1772100599	XAUUSD	M5	5187.89	5188.45	5188.69	5187.1	307
2026-02-26 10:14:59	1772100899	XAUUSD	M5	5182.85	5188.11	5188.75	5181.92	348
2026-02-26 10:19:59	1772101199	XAUUSD	M5	5183.6	5182.85	5184.58	5181.36	424
2026-02-26 10:24:59	1772101499	XAUUSD	M5	5179.29	5183.58	5185.13	5178.98	458
2026-02-26 10:29:59	1772101799	XAUUSD	M5	5177.04	5179.23	5179.36	5174.74	556
2026-02-26 10:34:59	1772102099	XAUUSD	M5	5176.09	5176.87	5177.16	5171.8	482
2026-02-26 10:39:59	1772102399	XAUUSD	M5	5172.13	5176.16	5178.75	5172.13	443
2026-02-26 10:44:59	1772102699	XAUUSD	M5	5171.17	5171.82	5175.19	5170.66	412
