timestamp	symbol	timeframe	close	ssa	ema_ssa	ssa_high	ssa_low	SSA Crossing
1777885203	XAUUSD	H3	4559.94	4562.10736	4575.93072	4583.61185	4550.85394	0
1777896003	XAUUSD	H3	4561.26	4548.26154	4562.09613	4569.09047	4535.47677	0
1777906803	XAUUSD	H3	4522.35	4537.84107	4549.96860	4557.15544	4522.94224	0
1777917603	XAUUSD	H3	4523.84	4532.20981	4541.08920	4548.80397	4515.42271	0
1777928403	XAUUSD	H3	4519.04	4531.08836	4536.08878	4544.68187	4512.97295	0
1777939203	XAUUSD	H3	4539.17	4533.75798	4534.92338	4544.35973	4514.76437	0
1777950003	XAUUSD	H3	4545.73	4538.95477	4536.93907	4546.79088	4519.78028	1
1777960803	XAUUSD	H3	4558.34	4546.04357	4541.49132	4551.66192	4526.73546	0
1777971603	XAUUSD	H3	4562.60	4554.76639	4548.12886	4558.99047	4534.90868	0
1777982403	XAUUSD	H3	4582.46	4565.44006	4556.78446	4569.20770	4544.09031	0
1777993203	XAUUSD	H3	4559.93	4578.18319	4567.48383	4582.47718	4554.49508	0
1778004003	XAUUSD	H3	4557.58	4593.78274	4580.63329	4599.11572	4566.83718	0
1778014803	XAUUSD	H3	4593.92	4612.11034	4596.37181	4618.97485	4581.77872	0
1778025603	XAUUSD	H3	4640.94	4630.57391	4613.47286	4639.25850	4598.46369	0
1778036403	XAUUSD	H3	4663.20	4649.33993	4631.40640	4659.72687	4617.30739	0
1778047203	XAUUSD	H3	4700.09	4666.94750	4649.17695	4678.59948	4636.76743	0
1778058003	XAUUSD	H3	4692.11	4681.95681	4665.56688	4694.29196	4655.31368	0
1778068803	XAUUSD	H3	4703.14	4693.72847	4679.64767	4706.00417	4671.29188	0
1778079603	XAUUSD	H3	4684.13	4701.99808	4690.82288	4713.85935	4683.92515	0
1778090403	XAUUSD	H3	4690.95	4707.34959	4699.08623	4718.70914	4692.55885	0
1778101203	XAUUSD	H3	4699.00	4710.58170	4704.83396	4721.78838	4697.35753	0
1778112003	XAUUSD	H3	4707.22	4712.72954	4708.78175	4724.42441	4699.10766	0
1778122803	XAUUSD	H3	4701.22	4714.82183	4711.80179	4727.49062	4699.18079	0
